STATUSCODE	MD5SUM	NBLINES	INODE	NBBLOCKS	SIZE	PERMISSION	OWNER	OWNERID	GROUP	GROUPID	LASTACCESS	LASTMODIFICATION	LASTSTATUSCHANGE	FILEPATH
OK			7486603	0	10	lrwxrwxrwx	1001	zidmann	1001	zidmann	2020-11-22 09:42:55.056376190 +0100	2020-05-09 19:15:51.129676463 +0200	2020-05-09 19:15:51.129676463 +0200	./conf/fix_report.env
OK			7486608	0	10	lrwxrwxrwx	1001	zidmann	1001	zidmann	2020-11-22 09:42:11.416359009 +0100	2020-05-09 19:15:09.985282993 +0200	2020-05-09 19:15:09.985282993 +0200	./conf/scan_dir_files.env
OK			7528559	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 16:19:05.078717297 +0100	2020-11-22 16:29:43.488304991 +0100	2020-11-22 16:29:43.488304991 +0100	./bat
OK			7528560	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 16:01:55.295626744 +0100	2020-11-22 19:29:34.055396595 +0100	2020-11-22 19:29:34.055396595 +0100	./log
OK			7528561	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 16:27:41.655114603 +0100	2020-11-22 19:29:34.071396647 +0100	2020-11-22 19:29:34.071396647 +0100	./tmp
OK			7528564	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 16:28:22.884864576 +0100	2020-11-22 19:29:34.067396635 +0100	2020-11-22 19:29:34.067396635 +0100	./report
OK			7536827	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 09:41:29.348342446 +0100	2020-05-09 19:13:43.072454580 +0200	2020-05-09 19:13:43.072454580 +0200	.
OK			7561263	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 15:55:07.683993901 +0100	2020-11-22 15:54:34.025051964 +0100	2020-11-22 15:54:34.025051964 +0100	./conf
OK			7585995	8	4096	drwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 09:42:55.056376190 +0100	2020-11-15 20:59:18.688028997 +0100	2020-11-15 20:59:18.688028997 +0100	./util
OK	8bf2caf9212d07f30882d4a2140be87c	50	7494818	8	977	-rwxrwxr-x	1001	zidmann	1001	zidmann	2020-11-22 09:42:11.492359039 +0100	2020-11-15 20:59:18.648029457 +0100	2020-11-15 20:59:18.688028997 +0100	./util/analyze_file.sh
OK	8f973977a9827e8a07aea754cbae626d	9	7494849	8	236	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 09:42:11.424359012 +0100	2020-05-08 14:17:27.382889293 +0200	2020-05-09 19:14:33.000929989 +0200	./conf/common.env
OK	8fe08111fd8edb0a2fdf803c251e3826	230	7478254	24	8588	-rwxrwxrwx	1001	zidmann	1001	zidmann	2020-11-22 16:29:44.944367373 +0100	2020-11-22 16:29:43.480304649 +0100	2020-11-22 16:29:43.488304991 +0100	./bat/fix_report.sh
OK	9293b817e02c152163b7a5f3776d1d6e	23	7487318	8	1034	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 15:53:01.122179893 +0100	2020-11-22 15:53:01.202168123 +0100	2020-11-22 15:53:01.202168123 +0100	./log/fix_report.Mr-Hyde.20201122.155301.log
OK	a2d35c18d9c163b61268f1d62d7d8634	4	7471422	8	731	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 19:29:34.071396647 +0100	2020-11-22 19:29:34.111396776 +0100	2020-11-22 19:29:34.111396776 +0100	./tmp/scan_dir_files.1.9171.tmp
OK	a3c9df76af161ff6aa0fd8bf935da2e2	25	7478655	8	1096	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 16:19:08.310827358 +0100	2020-11-22 16:19:08.338828314 +0100	2020-11-22 16:19:08.338828314 +0100	./log/fix_report.Mr-Hyde.20201122.161908.log
OK	acec572601a909b5069a0d0390523f3c	32	7484427	8	1494	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 15:27:08.923253381 +0100	2020-11-22 15:27:09.007255852 +0100	2020-11-22 15:27:09.007255852 +0100	./log/fix_report.Mr-Hyde.20201122.152708.log
OK	b5e6913fe0042fd90cadffa7de0448e9	32	7481300	8	1501	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 13:56:24.063699405 +0100	2020-11-22 13:56:24.139702747 +0100	2020-11-22 13:56:24.139702747 +0100	./log/fix_report.Mr-Hyde.20201122.135624.log
OK	d41d8cd98f00b204e9800998ecf8427e	0	7471510	0	0	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 19:29:34.071396647 +0100	2020-11-22 19:29:34.071396647 +0100	2020-11-22 19:29:34.071396647 +0100	./tmp/scan_dir_files.2.9171.tmp
OK	fd42ec10a4ec595f699ba79a8d8c2456	33	7494495	8	1534	-rw-rw-r--	1001	zidmann	1001	zidmann	2020-11-22 15:50:31.337424872 +0100	2020-11-22 15:50:31.449446695 +0100	2020-11-22 15:50:31.449446695 +0100	./log/fix_report.Mr-Hyde.20201122.155031.log
OK	fdc0f2180f4b258508da50d8a475234f	27	7483460	8	1233	-rw-r--r--	0	root	0	root	2020-11-22 14:09:57.552647341 +0100	2020-11-22 14:10:29.145808073 +0100	2020-11-22 14:10:29.145808073 +0100	./log/scan_dir_files.Mr-Hyde.20201122.140957.log
